Player,Overs,Runs,Wickets,ER,MatchID,Team,Match,Date,Teams
Yalaka Venugopal Rao,1.0,0,9,0,19,Kings XI Punjab,19,2008-05-01,Deccan Chargers v Punjab Kings
Glenn McGrath,4.0,0,21,1,20,Chennai Super Kings,20,2008-05-02,Chennai Super Kings v Delhi Capitals
Mohammad Asif,4.0,0,34,1,20,Chennai Super Kings,20,2008-05-02,Chennai Super Kings v Delhi Capitals
Vijaykumar Mahesh,4.0,0,31,1,20,Chennai Super Kings,20,2008-05-02,Chennai Super Kings v Delhi Capitals
Pradeep Sangwan,4.0,0,40,0,20,Chennai Super Kings,20,2008-05-02,Chennai Super Kings v Delhi Capitals
Shoaib Malik,1.0,0,11,0,20,Chennai Super Kings,20,2008-05-02,Chennai Super Kings v Delhi Capitals
Virender Sehwag,2.0,0,21,1,20,Chennai Super Kings,20,2008-05-02,Chennai Super Kings v Delhi Capitals
Rajat Bhatia,1.0,0,11,1,20,Chennai Super Kings,20,2008-05-02,Chennai Super Kings v Delhi Capitals
Makhaya Ntini,4.0,0,29,0,20,Delhi Daredevils,20,2008-05-02,Chennai Super Kings v Delhi Capitals
Manpreet Gony,4.0,0,39,1,20,Delhi Daredevils,20,2008-05-02,Chennai Super Kings v Delhi Capitals
Albie Morkel,4.0,0,40,0,20,Delhi Daredevils,20,2008-05-02,Chennai Super Kings v Delhi Capitals
Joginder Sharma,3.0,0,35,1,20,Delhi Daredevils,20,2008-05-02,Chennai Super Kings v Delhi Capitals
Muttiah Muralitharan,4.0,0,27,0,20,Delhi Daredevils,20,2008-05-02,Chennai Super Kings v Delhi Capitals
D Vijaykumar,3.0,0,18,0,21,Royal Challengers Bengaluru,21,2008-05-03,Royal Challengers Bengaluru v Deccan Chargers
R P Singh,4.0,0,41,3,21,Royal Challengers Bengaluru,21,2008-05-03,Royal Challengers Bengaluru v Deccan Chargers
Scott Styris,4.0,0,29,1,21,Royal Challengers Bengaluru,21,2008-05-03,Royal Challengers Bengaluru v Deccan Chargers
Shahid Afridi,4.0,0,23,1,21,Royal Challengers Bengaluru,21,2008-05-03,Royal Challengers Bengaluru v Deccan Chargers
Pragyan Ojha,4.0,0,28,2,21,Royal Challengers Bengaluru,21,2008-05-03,Royal Challengers Bengaluru v Deccan Chargers
Sanjay Bangar,1.0,0,14,0,21,Royal Challengers Bengaluru,21,2008-05-03,Royal Challengers Bengaluru v Deccan Chargers
Dale Steyn,4.0,0,20,0,21,Deccan Chargers,21,2008-05-03,Royal Challengers Bengaluru v Deccan Chargers
Zaheer Khan,4.0,0,24,2,21,Deccan Chargers,21,2008-05-03,Royal Challengers Bengaluru v Deccan Chargers
Praveen Kumar,4.0,0,23,3,21,Deccan Chargers,21,2008-05-03,Royal Challengers Bengaluru v Deccan Chargers
Anil Kumble,4.0,0,47,0,21,Deccan Chargers,21,2008-05-03,Royal Challengers Bengaluru v Deccan Chargers
Jacques Kallis,4.0,0,35,1,21,Deccan Chargers,21,2008-05-03,Royal Challengers Bengaluru v Deccan Chargers
Ishant Sharma,4.0,0,41,0,22,Kings XI Punjab,22,2008-05-03,Punjab Kings v Kolkata Knight Riders
Ajit Agarkar,3.0,0,26,0,22,Kings XI Punjab,22,2008-05-03,Punjab Kings v Kolkata Knight Riders
Ashok Dinda,3.0,0,24,1,22,Kings XI Punjab,22,2008-05-03,Punjab Kings v Kolkata Knight Riders
Mohammad Hafeez,3.0,0,28,1,22,Kings XI Punjab,22,2008-05-03,Punjab Kings v Kolkata Knight Riders
David Hussey,3.0,0,23,1,22,Kings XI Punjab,22,2008-05-03,Punjab Kings v Kolkata Knight Riders
Umar Gul,4.0,0,27,2,22,Kings XI Punjab,22,2008-05-03,Punjab Kings v Kolkata Knight Riders
Sreesanth,4.0,0,25,2,22,Kolkata Knight Riders,22,2008-05-03,Punjab Kings v Kolkata Knight Riders
Irfan Pathan,4.0,0,18,2,22,Kolkata Knight Riders,22,2008-05-03,Punjab Kings v Kolkata Knight Riders
Vikram Singh,4.0,0,31,1,22,Kolkata Knight Riders,22,2008-05-03,Punjab Kings v Kolkata Knight Riders
Gagandeep Singh,4.0,0,43,1,22,Kolkata Knight Riders,22,2008-05-03,Punjab Kings v Kolkata Knight Riders
James Hopes,3.0,0,35,0,22,Kolkata Knight Riders,22,2008-05-03,Punjab Kings v Kolkata Knight Riders
Piyush Chawla,1.0,0,16,0,22,Kolkata Knight Riders,22,2008-05-03,Punjab Kings v Kolkata Knight Riders
Glenn McGrath,4.0,0,26,0,23,Mumbai Indians,23,2008-05-04,Mumbai Indians v Delhi Capitals
Mohammad Asif,4.0,0,46,1,23,Mumbai Indians,23,2008-05-04,Mumbai Indians v Delhi Capitals
Vijaykumar Mahesh,4.0,0,33,3,23,Mumbai Indians,23,2008-05-04,Mumbai Indians v Delhi Capitals
Pradeep Sangwan,4.0,0,21,1,23,Mumbai Indians,23,2008-05-04,Mumbai Indians v Delhi Capitals
Rajat Bhatia,2.0,0,22,1,23,Mumbai Indians,23,2008-05-04,Mumbai Indians v Delhi Capitals
Virender Sehwag,1.0,0,2,1,23,Mumbai Indians,23,2008-05-04,Mumbai Indians v Delhi Capitals
Shoaib Malik,1.0,0,6,1,23,Mumbai Indians,23,2008-05-04,Mumbai Indians v Delhi Capitals
Shaun Pollock,4.0,0,16,2,23,Delhi Daredevils,23,2008-05-04,Mumbai Indians v Delhi Capitals
Ashish Nehra,4.0,0,25,3,23,Delhi Daredevils,23,2008-05-04,Mumbai Indians v Delhi Capitals
Dwayne Bravo,3.0,0,27,1,23,Delhi Daredevils,23,2008-05-04,Mumbai Indians v Delhi Capitals
Dhawal Kulkarni,2.5,0,18,2,23,Delhi Daredevils,23,2008-05-04,Mumbai Indians v Delhi Capitals
Sanath Jayasuriya,1.0,0,16,0,23,Delhi Daredevils,23,2008-05-04,Mumbai Indians v Delhi Capitals
Dominic Thornely,2.0,0,15,1,23,Delhi Daredevils,23,2008-05-04,Mumbai Indians v Delhi Capitals
Rohan Raje,2.0,0,13,0,23,Delhi Daredevils,23,2008-05-04,Mumbai Indians v Delhi Capitals
Sohail Tanvir,4.0,0,14,6,24,Rajasthan Royals,24,2008-05-04,Rajasthan Royals v Chennai Super Kings
Shane Watson,4.0,0,19,1,24,Rajasthan Royals,24,2008-05-04,Rajasthan Royals v Chennai Super Kings
Munaf Patel,4.0,0,16,2,24,Rajasthan Royals,24,2008-05-04,Rajasthan Royals v Chennai Super Kings
Siddharth Trivedi,2.0,0,17,0,24,Rajasthan Royals,24,2008-05-04,Rajasthan Royals v Chennai Super Kings
Shane Warne,3.0,0,29,1,24,Rajasthan Royals,24,2008-05-04,Rajasthan Royals v Chennai Super Kings
Yusuf Pathan,2.0,0,9,0,24,Rajasthan Royals,24,2008-05-04,Rajasthan Royals v Chennai Super Kings
Makhaya Ntini,3.0,1,17,0,24,Chennai Super Kings,24,2008-05-04,Rajasthan Royals v Chennai Super Kings
Manpreet Gony,3.0,0,25,0,24,Chennai Super Kings,24,2008-05-04,Rajasthan Royals v Chennai Super Kings
Albie Morkel,1.0,0,10,0,24,Chennai Super Kings,24,2008-05-04,Rajasthan Royals v Chennai Super Kings
Muttiah Muralitharan,4.0,0,20,1,24,Chennai Super Kings,24,2008-05-04,Rajasthan Royals v Chennai Super Kings
Suresh Raina,1.2,0,10,0,24,Chennai Super Kings,24,2008-05-04,Rajasthan Royals v Chennai Super Kings
Sivaramakrishnan Vidyut,2.0,0,22,1,24,Chennai Super Kings,24,2008-05-04,Rajasthan Royals v Chennai Super Kings
Sreesanth,4.0,0,16,2,25,Royal Challengers Bengaluru,25,2008-05-05,Royal Challengers Bengaluru v Punjab Kings
Irfan Pathan,3.2,0,13,1,25,Royal Challengers Bengaluru,25,2008-05-05,Royal Challengers Bengaluru v Punjab Kings
Gagandeep Singh,3.0,0,28,0,25,Royal Challengers Bengaluru,25,2008-05-05,Royal Challengers Bengaluru v Punjab Kings
Vikram Singh,4.0,0,33,1,25,Royal Challengers Bengaluru,25,2008-05-05,Royal Challengers Bengaluru v Punjab Kings
Piyush Chawla,4.0,0,25,3,25,Royal Challengers Bengaluru,25,2008-05-05,Royal Challengers Bengaluru v Punjab Kings
James Hopes,1.0,0,10,0,25,Royal Challengers Bengaluru,25,2008-05-05,Royal Challengers Bengaluru v Punjab Kings
Dale Steyn,4.0,0,16,0,25,Kings XI Punjab,25,2008-05-05,Royal Challengers Bengaluru v Punjab Kings
Zaheer Khan,4.0,0,29,2,25,Kings XI Punjab,25,2008-05-05,Royal Challengers Bengaluru v Punjab Kings
Praveen Kumar,4.0,1,22,2,25,Kings XI Punjab,25,2008-05-05,Royal Challengers Bengaluru v Punjab Kings
Jacques Kallis,3.0,0,14,0,25,Kings XI Punjab,25,2008-05-05,Royal Challengers Bengaluru v Punjab Kings
Anil Kumble,3.2,0,36,0,25,Kings XI Punjab,25,2008-05-05,Royal Challengers Bengaluru v Punjab Kings
D Vijaykumar,3.0,0,17,1,26,Chennai Super Kings,26,2008-05-06,Chennai Super Kings v Deccan Chargers
R P Singh,3.0,0,12,2,26,Chennai Super Kings,26,2008-05-06,Chennai Super Kings v Deccan Chargers
Scott Styris,3.0,0,24,1,26,Chennai Super Kings,26,2008-05-06,Chennai Super Kings v Deccan Chargers
Shahid Afridi,3.0,0,27,1,26,Chennai Super Kings,26,2008-05-06,Chennai Super Kings v Deccan Chargers
Sanjay Bangar,4.0,0,36,1,26,Chennai Super Kings,26,2008-05-06,Chennai Super Kings v Deccan Chargers
Pragyan Ojha,4.0,0,22,1,26,Chennai Super Kings,26,2008-05-06,Chennai Super Kings v Deccan Chargers
Makhaya Ntini,4.0,0,37,0,26,Deccan Chargers,26,2008-05-06,Chennai Super Kings v Deccan Chargers
Manpreet Gony,3.0,0,15,1,26,Deccan Chargers,26,2008-05-06,Chennai Super Kings v Deccan Chargers
Albie Morkel,4.0,0,26,1,26,Deccan Chargers,26,2008-05-06,Chennai Super Kings v Deccan Chargers
Joginder Sharma,3.0,0,45,0,26,Deccan Chargers,26,2008-05-06,Chennai Super Kings v Deccan Chargers
Muttiah Muralitharan,4.0,0,24,1,26,Deccan Chargers,26,2008-05-06,Chennai Super Kings v Deccan Chargers
Shaun Pollock,3.0,0,19,1,27,Mumbai Indians,27,2008-05-07,Mumbai Indians v Rajasthan Royals
Ashish Nehra,3.0,0,13,3,27,Mumbai Indians,27,2008-05-07,Mumbai Indians v Rajasthan Royals
Dhawal Kulkarni,3.0,0,21,2,27,Mumbai Indians,27,2008-05-07,Mumbai Indians v Rajasthan Royals
Dwayne Bravo,2.2,0,12,2,27,Mumbai Indians,27,2008-05-07,Mumbai Indians v Rajasthan Royals
Sanath Jayasuriya,2.0,0,17,0,27,Mumbai Indians,27,2008-05-07,Mumbai Indians v Rajasthan Royals
Rohan Raje,3.0,0,19,2,27,Mumbai Indians,27,2008-05-07,Mumbai Indians v Rajasthan Royals
Sohail Tanvir,3.1,0,13,0,27,Rajasthan Royals,27,2008-05-07,Mumbai Indians v Rajasthan Royals
Munaf Patel,3.0,0,21,0,27,Rajasthan Royals,27,2008-05-07,Mumbai Indians v Rajasthan Royals
Siddharth Trivedi,3.0,0,23,0,27,Rajasthan Royals,27,2008-05-07,Mumbai Indians v Rajasthan Royals
Shane Watson,4.0,0,26,2,27,Rajasthan Royals,27,2008-05-07,Mumbai Indians v Rajasthan Royals
Shane Warne,2.0,0,19,1,27,Rajasthan Royals,27,2008-05-07,Mumbai Indians v Rajasthan Royals
Manpreet Gony,4.0,0,36,1,28,Delhi Daredevils,28,2008-05-08,Delhi Capitals v Chennai Super Kings
Albie Morkel,4.0,0,35,2,28,Delhi Daredevils,28,2008-05-08,Delhi Capitals v Chennai Super Kings
Muttiah Muralitharan,4.0,0,25,0,28,Delhi Daredevils,28,2008-05-08,Delhi Capitals v Chennai Super Kings
Palani Amarnath,3.0,0,35,0,28,Delhi Daredevils,28,2008-05-08,Delhi Capitals v Chennai Super Kings
Lakshmipathy Balaji,4.0,0,35,2,28,Delhi Daredevils,28,2008-05-08,Delhi Capitals v Chennai Super Kings
Chamara Kapugedera,1.0,0,15,0,28,Delhi Daredevils,28,2008-05-08,Delhi Capitals v Chennai Super Kings
Glenn McGrath,4.0,0,23,0,28,Chennai Super Kings,28,2008-05-08,Delhi Capitals v Chennai Super Kings
Mohammad Asif,4.0,0,33,1,28,Chennai Super Kings,28,2008-05-08,Delhi Capitals v Chennai Super Kings
Vijaykumar Mahesh,4.0,0,40,2,28,Chennai Super Kings,28,2008-05-08,Delhi Capitals v Chennai Super Kings
Pradeep Sangwan,4.0,0,29,2,28,Chennai Super Kings,28,2008-05-08,Delhi Capitals v Chennai Super Kings
Shoaib Malik,2.0,0,28,0,28,Chennai Super Kings,28,2008-05-08,Delhi Capitals v Chennai Super Kings
Virender Sehwag,2.0,0,30,0,28,Chennai Super Kings,28,2008-05-08,Delhi Capitals v Chennai Super Kings
Dale Steyn,4.0,0,27,3,29,Kolkata Knight Riders,29,2008-05-08,Kolkata Knight Riders v Royal Challengers Bengaluru
Zaheer Khan,3.0,0,27,1,29,Kolkata Knight Riders,29,2008-05-08,Kolkata Knight Riders v Royal Challengers Bengaluru
Praveen Kumar,3.0,0,36,1,29,Kolkata Knight Riders,29,2008-05-08,Kolkata Knight Riders v Royal Challengers Bengaluru
Vinay Kumar,3.0,0,15,0,29,Kolkata Knight Riders,29,2008-05-08,Kolkata Knight Riders v Royal Challengers Bengaluru
Anil Kumble,3.0,0,21,0,29,Kolkata Knight Riders,29,2008-05-08,Kolkata Knight Riders v Royal Challengers Bengaluru
Ashok Dinda,3.0,0,20,0,29,Royal Challengers Bengaluru,29,2008-05-08,Kolkata Knight Riders v Royal Challengers Bengaluru
Ishant Sharma,4.0,0,25,1,29,Royal Challengers Bengaluru,29,2008-05-08,Kolkata Knight Riders v Royal Challengers Bengaluru
Umar Gul,3.0,0,30,0,29,Royal Challengers Bengaluru,29,2008-05-08,Kolkata Knight Riders v Royal Challengers Bengaluru
Sourav Ganguly,3.0,0,7,1,29,Royal Challengers Bengaluru,29,2008-05-08,Kolkata Knight Riders v Royal Challengers Bengaluru
Murali Kartik,2.0,0,24,0,29,Royal Challengers Bengaluru,29,2008-05-08,Kolkata Knight Riders v Royal Challengers Bengaluru
Laxmi Shukla,1.0,0,15,0,29,Royal Challengers Bengaluru,29,2008-05-08,Kolkata Knight Riders v Royal Challengers Bengaluru
Sohail Tanvir,4.0,0,39,0,30,Rajasthan Royals,30,2008-05-09,Rajasthan Royals v Deccan Chargers
Shane Watson,3.0,0,22,1,30,Rajasthan Royals,30,2008-05-09,Rajasthan Royals v Deccan Chargers
Munaf Patel,4.0,0,28,1,30,Rajasthan Royals,30,2008-05-09,Rajasthan Royals v Deccan Chargers
Shane Warne,4.0,0,20,2,30,Rajasthan Royals,30,2008-05-09,Rajasthan Royals v Deccan Chargers
Yusuf Pathan,2.0,0,19,1,30,Rajasthan Royals,30,2008-05-09,Rajasthan Royals v Deccan Chargers
Siddharth Trivedi,3.0,0,8,1,30,Rajasthan Royals,30,2008-05-09,Rajasthan Royals v Deccan Chargers
D Vijaykumar,1.0,0,10,0,30,Deccan Chargers,30,2008-05-09,Rajasthan Royals v Deccan Chargers
R P Singh,4.0,0,24,1,30,Deccan Chargers,30,2008-05-09,Rajasthan Royals v Deccan Chargers
Scott Styris,2.0,0,14,0,30,Deccan Chargers,30,2008-05-09,Rajasthan Royals v Deccan Chargers
Pragyan Ojha,4.0,0,47,1,30,Deccan Chargers,30,2008-05-09,Rajasthan Royals v Deccan Chargers
Shahid Afridi,2.0,0,10,0,30,Deccan Chargers,30,2008-05-09,Rajasthan Royals v Deccan Chargers
Sanjay Bangar,2.0,0,20,0,30,Deccan Chargers,30,2008-05-09,Rajasthan Royals v Deccan Chargers
Yalaka Venugopal Rao,1.0,0,15,0,30,Deccan Chargers,30,2008-05-09,Rajasthan Royals v Deccan Chargers
Sreesanth,4.0,0,29,2,31,Chennai Super Kings,31,2008-05-10,Chennai Super Kings v Punjab Kings
Irfan Pathan,4.0,0,33,0,31,Chennai Super Kings,31,2008-05-10,Chennai Super Kings v Punjab Kings
Vikram Singh,4.0,0,35,1,31,Chennai Super Kings,31,2008-05-10,Chennai Super Kings v Punjab Kings
Piyush Chawla,3.0,0,36,1,31,Chennai Super Kings,31,2008-05-10,Chennai Super Kings v Punjab Kings
James Hopes,4.0,0,36,0,31,Chennai Super Kings,31,2008-05-10,Chennai Super Kings v Punjab Kings
Yuvraj Singh,1.0,0,8,0,31,Chennai Super Kings,31,2008-05-10,Chennai Super Kings v Punjab Kings
Manpreet Gony,4.0,0,38,1,31,Kings XI Punjab,31,2008-05-10,Chennai Super Kings v Punjab Kings
Albie Morkel,4.0,0,25,1,31,Kings XI Punjab,31,2008-05-10,Chennai Super Kings v Punjab Kings
Palani Amarnath,3.0,0,35,1,31,Kings XI Punjab,31,2008-05-10,Chennai Super Kings v Punjab Kings
Chamara Kapugedera,1.0,0,8,0,31,Kings XI Punjab,31,2008-05-10,Chennai Super Kings v Punjab Kings
Muttiah Muralitharan,4.0,0,32,1,31,Kings XI Punjab,31,2008-05-10,Chennai Super Kings v Punjab Kings
Lakshmipathy Balaji,4.0,0,24,5,31,Kings XI Punjab,31,2008-05-10,Chennai Super Kings v Punjab Kings
Chaminda Vaas,3.0,0,36,1,32,Deccan Chargers,32,2008-05-11,Deccan Chargers v Kolkata Knight Riders
D Vijaykumar,3.0,0,21,1,32,Deccan Chargers,32,2008-05-11,Deccan Chargers v Kolkata Knight Riders
Scott Styris,3.0,0,28,0,32,Deccan Chargers,32,2008-05-11,Deccan Chargers v Kolkata Knight Riders
R P Singh,4.0,0,59,1,32,Deccan Chargers,32,2008-05-11,Deccan Chargers v Kolkata Knight Riders
Yalaka Venugopal Rao,4.0,0,24,0,32,Deccan Chargers,32,2008-05-11,Deccan Chargers v Kolkata Knight Riders
Sanjay Bangar,1.0,0,10,0,32,Deccan Chargers,32,2008-05-11,Deccan Chargers v Kolkata Knight Riders
Pragyan Ojha,2.0,0,25,0,32,Deccan Chargers,32,2008-05-11,Deccan Chargers v Kolkata Knight Riders
Ashok Dinda,4.0,0,33,3,32,Kolkata Knight Riders,32,2008-05-11,Deccan Chargers v Kolkata Knight Riders
Ishant Sharma,3.0,0,27,0,32,Kolkata Knight Riders,32,2008-05-11,Deccan Chargers v Kolkata Knight Riders
Umar Gul,4.0,0,43,1,32,Kolkata Knight Riders,32,2008-05-11,Deccan Chargers v Kolkata Knight Riders
Sourav Ganguly,4.0,0,25,2,32,Kolkata Knight Riders,32,2008-05-11,Deccan Chargers v Kolkata Knight Riders
Murali Kartik,3.0,0,29,0,32,Kolkata Knight Riders,32,2008-05-11,Deccan Chargers v Kolkata Knight Riders
Laxmi Shukla,2.0,0,16,1,32,Kolkata Knight Riders,32,2008-05-11,Deccan Chargers v Kolkata Knight Riders
Dimitri Mascarenhas,4.0,0,29,2,33,Rajasthan Royals,33,2008-05-11,Rajasthan Royals v Delhi Capitals
Shane Watson,4.0,0,21,2,33,Rajasthan Royals,33,2008-05-11,Rajasthan Royals v Delhi Capitals
Munaf Patel,4.0,0,24,0,33,Rajasthan Royals,33,2008-05-11,Rajasthan Royals v Delhi Capitals
Siddharth Trivedi,4.0,0,28,2,33,Rajasthan Royals,33,2008-05-11,Rajasthan Royals v Delhi Capitals
Shane Warne,4.0,0,47,0,33,Rajasthan Royals,33,2008-05-11,Rajasthan Royals v Delhi Capitals
Glenn McGrath,4.0,0,12,0,33,Delhi Daredevils,33,2008-05-11,Rajasthan Royals v Delhi Capitals
Farveez Maharoof,4.0,0,22,1,33,Delhi Daredevils,33,2008-05-11,Rajasthan Royals v Delhi Capitals
Pradeep Sangwan,4.0,0,33,0,33,Delhi Daredevils,33,2008-05-11,Rajasthan Royals v Delhi Capitals
Vijaykumar Mahesh,2.1,0,35,0,33,Delhi Daredevils,33,2008-05-11,Rajasthan Royals v Delhi Capitals
Amit Mishra,3.0,0,27,2,33,Delhi Daredevils,33,2008-05-11,Rajasthan Royals v Delhi Capitals
Virender Sehwag,2.0,0,21,1,33,Delhi Daredevils,33,2008-05-11,Rajasthan Royals v Delhi Capitals
Sreesanth,4.0,0,29,3,34,Kings XI Punjab,34,2008-05-12,Punjab Kings v Royal Challengers Bengaluru
Irfan Pathan,4.0,1,23,1,34,Kings XI Punjab,34,2008-05-12,Punjab Kings v Royal Challengers Bengaluru
Piyush Chawla,4.0,0,33,2,34,Kings XI Punjab,34,2008-05-12,Punjab Kings v Royal Challengers Bengaluru
Vikram Singh,4.0,0,15,1,34,Kings XI Punjab,34,2008-05-12,Punjab Kings v Royal Challengers Bengaluru
Yuvraj Singh,2.0,0,14,0,34,Kings XI Punjab,34,2008-05-12,Punjab Kings v Royal Challengers Bengaluru
James Hopes,2.0,0,22,0,34,Kings XI Punjab,34,2008-05-12,Punjab Kings v Royal Challengers Bengaluru
Dale Steyn,2.0,0,33,0,34,Royal Challengers Bengaluru,34,2008-05-12,Punjab Kings v Royal Challengers Bengaluru
Zaheer Khan,4.0,0,35,0,34,Royal Challengers Bengaluru,34,2008-05-12,Punjab Kings v Royal Challengers Bengaluru
Praveen Kumar,2.4,0,15,0,34,Royal Challengers Bengaluru,34,2008-05-12,Punjab Kings v Royal Challengers Bengaluru
Vinay Kumar,2.0,0,11,1,34,Royal Challengers Bengaluru,34,2008-05-12,Punjab Kings v Royal Challengers Bengaluru
Anil Kumble,4.0,0,36,0,34,Royal Challengers Bengaluru,34,2008-05-12,Punjab Kings v Royal Challengers Bengaluru
Virat Kohli,1.0,0,9,0,34,Royal Challengers Bengaluru,34,2008-05-12,Punjab Kings v Royal Challengers Bengaluru
Glenn McGrath,4.0,0,22,0,35,Kolkata Knight Riders,35,2008-05-13,Kolkata Knight Riders v Delhi Capitals
Pradeep Sangwan,4.0,0,29,1,35,Kolkata Knight Riders,35,2008-05-13,Kolkata Knight Riders v Delhi Capitals
Vijaykumar Mahesh,4.0,0,34,2,35,Kolkata Knight Riders,35,2008-05-13,Kolkata Knight Riders v Delhi Capitals
Farveez Maharoof,4.0,0,25,2,35,Kolkata Knight Riders,35,2008-05-13,Kolkata Knight Riders v Delhi Capitals
Amit Mishra,3.0,0,13,0,35,Kolkata Knight Riders,35,2008-05-13,Kolkata Knight Riders v Delhi Capitals
Virender Sehwag,1.0,0,7,0,35,Kolkata Knight Riders,35,2008-05-13,Kolkata Knight Riders v Delhi Capitals
Shoaib Akhtar,3.0,0,11,4,35,Delhi Daredevils,35,2008-05-13,Kolkata Knight Riders v Delhi Capitals
Ishant Sharma,3.0,0,18,0,35,Delhi Daredevils,35,2008-05-13,Kolkata Knight Riders v Delhi Capitals
Ashok Dinda,4.0,0,29,1,35,Delhi Daredevils,35,2008-05-13,Kolkata Knight Riders v Delhi Capitals
Sourav Ganguly,4.0,0,23,0,35,Delhi Daredevils,35,2008-05-13,Kolkata Knight Riders v Delhi Capitals
Iqbal Abdulla,3.0,0,22,0,35,Delhi Daredevils,35,2008-05-13,Kolkata Knight Riders v Delhi Capitals
Laxmi Shukla,0.5,0,6,3,35,Delhi Daredevils,35,2008-05-13,Kolkata Knight Riders v Delhi Capitals
Shaun Pollock,4.0,1,9,1,36,Mumbai Indians,36,2008-05-14,Mumbai Indians v Chennai Super Kings
Ashish Nehra,4.0,0,31,0,36,Mumbai Indians,36,2008-05-14,Mumbai Indians v Chennai Super Kings
Dwayne Bravo,4.0,0,37,2,36,Mumbai Indians,36,2008-05-14,Mumbai Indians v Chennai Super Kings
Dhawal Kulkarni,4.0,0,33,3,36,Mumbai Indians,36,2008-05-14,Mumbai Indians v Chennai Super Kings
Rohan Raje,3.0,0,33,0,36,Mumbai Indians,36,2008-05-14,Mumbai Indians v Chennai Super Kings
Dominic Thornely,1.0,0,10,0,36,Mumbai Indians,36,2008-05-14,Mumbai Indians v Chennai Super Kings
Manpreet Gony,3.0,0,31,0,36,Chennai Super Kings,36,2008-05-14,Mumbai Indians v Chennai Super Kings
Albie Morkel,3.0,0,44,0,36,Chennai Super Kings,36,2008-05-14,Mumbai Indians v Chennai Super Kings
Lakshmipathy Balaji,2.0,0,9,0,36,Chennai Super Kings,36,2008-05-14,Mumbai Indians v Chennai Super Kings
Joginder Sharma,3.0,0,24,1,36,Chennai Super Kings,36,2008-05-14,Mumbai Indians v Chennai Super Kings
Muttiah Muralitharan,2.0,0,20,0,36,Chennai Super Kings,36,2008-05-14,Mumbai Indians v Chennai Super Kings
Chamara Kapugedera,0.5,0,26,0,36,Chennai Super Kings,36,2008-05-14,Mumbai Indians v Chennai Super Kings
D Vijaykumar,4.0,0,24,1,37,Delhi Daredevils,37,2008-05-15,Delhi Capitals v Deccan Chargers
R P Singh,4.0,0,50,0,37,Delhi Daredevils,37,2008-05-15,Delhi Capitals v Deccan Chargers
P Sarvesh Kumar,3.0,0,24,0,37,Delhi Daredevils,37,2008-05-15,Delhi Capitals v Deccan Chargers
Scott Styris,4.0,0,33,0,37,Delhi Daredevils,37,2008-05-15,Delhi Capitals v Deccan Chargers
Yalaka Venugopal Rao,2.0,0,23,0,37,Delhi Daredevils,37,2008-05-15,Delhi Capitals v Deccan Chargers
Shahid Afridi,1.0,0,18,0,37,Delhi Daredevils,37,2008-05-15,Delhi Capitals v Deccan Chargers
Pragyan Ojha,2.0,0,19,2,37,Delhi Daredevils,37,2008-05-15,Delhi Capitals v Deccan Chargers
Glenn McGrath,4.0,0,42,2,37,Deccan Chargers,37,2008-05-15,Delhi Capitals v Deccan Chargers
Mohammad Asif,4.0,0,51,0,37,Deccan Chargers,37,2008-05-15,Delhi Capitals v Deccan Chargers
Farveez Maharoof,4.0,0,39,2,37,Deccan Chargers,37,2008-05-15,Delhi Capitals v Deccan Chargers
Amit Mishra,4.0,0,17,5,37,Deccan Chargers,37,2008-05-15,Delhi Capitals v Deccan Chargers
Rajat Bhatia,4.0,0,32,0,37,Deccan Chargers,37,2008-05-15,Delhi Capitals v Deccan Chargers
Shaun Pollock,4.0,0,12,3,38,Mumbai Indians,38,2008-05-16,Mumbai Indians v Kolkata Knight Riders
Ashish Nehra,3.0,0,17,0,38,Mumbai Indians,38,2008-05-16,Mumbai Indians v Kolkata Knight Riders
Dwayne Bravo,3.0,1,13,2,38,Mumbai Indians,38,2008-05-16,Mumbai Indians v Kolkata Knight Riders
Rohan Raje,2.2,0,16,2,38,Mumbai Indians,38,2008-05-16,Mumbai Indians v Kolkata Knight Riders
Dominic Thornely,3.0,0,7,2,38,Mumbai Indians,38,2008-05-16,Mumbai Indians v Kolkata Knight Riders
Shoaib Akhtar,2.0,0,29,1,38,Kolkata Knight Riders,38,2008-05-16,Mumbai Indians v Kolkata Knight Riders
Ishant Sharma,2.3,0,29,1,38,Kolkata Knight Riders,38,2008-05-16,Mumbai Indians v Kolkata Knight Riders
Ajit Agarkar,1.0,0,5,0,38,Kolkata Knight Riders,38,2008-05-16,Mumbai Indians v Kolkata Knight Riders
Zaheer Khan,4.0,0,46,0,39,Rajasthan Royals,39,2008-05-17,Rajasthan Royals v Royal Challengers Bengaluru
Praveen Kumar,4.0,0,28,0,39,Rajasthan Royals,39,2008-05-17,Rajasthan Royals v Royal Challengers Bengaluru
Jacques Kallis,4.0,0,39,0,39,Rajasthan Royals,39,2008-05-17,Rajasthan Royals v Royal Challengers Bengaluru
Abdur Razzak,2.0,0,29,0,39,Rajasthan Royals,39,2008-05-17,Rajasthan Royals v Royal Challengers Bengaluru
