Player,Runs,Balls,4s,6s,SR,Dismissal,Wicket_Taker,MatchID,Team,Match,Date,Teams
Shoaib Malik,19,17,3,0,111.76,Catch Out,Singh,13,Delhi Daredevils,13,2008-04-27,Punjab Kings v Delhi Capitals
Manoj Tiwary,39,34,6,0,114.71,Catch Out,Singh,13,Delhi Daredevils,13,2008-04-27,Punjab Kings v Delhi Capitals
Dinesh Karthik,24,14,2,1,171.43,Bowled,Yuvraj Singh,13,Delhi Daredevils,13,2008-04-27,Punjab Kings v Delhi Capitals
Rajat Bhatia,17,15,1,1,113.33,Bowled,Pathan,13,Delhi Daredevils,13,2008-04-27,Punjab Kings v Delhi Capitals
Farveez Maharoof,18,12,2,0,150.00,Run out,Not applicable,13,Delhi Daredevils,13,2008-04-27,Punjab Kings v Delhi Capitals
Vijaykumar Mahesh,6,5,0,0,120.00,Not out,Not applicable,13,Delhi Daredevils,13,2008-04-27,Punjab Kings v Delhi Capitals
Karan Goel,1,3,0,0,33.33,Catch Out,w,13,Kings XI Punjab,13,2008-04-27,Punjab Kings v Delhi Capitals
Simon Katich,75,52,11,1,144.23,Run out,Not applicable,13,Kings XI Punjab,13,2008-04-27,Punjab Kings v Delhi Capitals
Kumar Sangakkara,4,2,1,0,200.00,Catch Out,Mohammad Asif,13,Kings XI Punjab,13,2008-04-27,Punjab Kings v Delhi Capitals
Mahela Jayawardene,15,14,2,0,107.14,Caught  Bowled,Shoai,13,Kings XI Punjab,13,2008-04-27,Punjab Kings v Delhi Capitals
Yuvraj Singh,40,29,3,2,137.93,Not out,Not applicable,13,Kings XI Punjab,13,2008-04-27,Punjab Kings v Delhi Capitals
Tanmay Srivastava,7,9,0,0,77.78,Catch Out,Mahesh,13,Kings XI Punjab,13,2008-04-27,Punjab Kings v Delhi Capitals
Irfan Pathan,10,7,2,0,142.86,Catch Out,Mohammad Asif,13,Kings XI Punjab,13,2008-04-27,Punjab Kings v Delhi Capitals
Brett Lee,1,3,0,0,33.33,Not out,Not applicable,13,Kings XI Punjab,13,2008-04-27,Punjab Kings v Delhi Capitals
Luke Ronchi,13,11,3,0,118.18,Catch Out,Singh,14,Deccan Chargers,14,2008-04-27,Mumbai Indians v Deccan Chargers
Sanath Jayasuriya,18,21,2,0,85.71,Catch Out,Shahid Afridi,14,Deccan Chargers,14,2008-04-27,Mumbai Indians v Deccan Chargers
Ajinkya Rahane,0,7,0,0,0.00,Catch Out,Bangar,14,Deccan Chargers,14,2008-04-27,Mumbai Indians v Deccan Chargers
Robin Uthappa,6,5,1,0,120.00,Catch Out,Shahid Afridi,14,Deccan Chargers,14,2008-04-27,Mumbai Indians v Deccan Chargers
Shaun Pollock,31,31,3,1,100.00,Bowled,Bangar,14,Deccan Chargers,14,2008-04-27,Mumbai Indians v Deccan Chargers
Abhishek Nayar,34,19,1,3,178.95,Catch Out,Zoysa,14,Deccan Chargers,14,2008-04-27,Mumbai Indians v Deccan Chargers
Dwayne Bravo,34,18,3,1,188.89,Catch Out,Singh,14,Deccan Chargers,14,2008-04-27,Mumbai Indians v Deccan Chargers
Musavir Khote,7,10,1,0,70.00,Not out,Not applicable,14,Deccan Chargers,14,2008-04-27,Mumbai Indians v Deccan Chargers
Adam Gilchrist,109,47,9,10,231.91,Not out,Not applicable,14,Mumbai Indians,14,2008-04-27,Mumbai Indians v Deccan Chargers
V V S Laxman,37,26,4,1,142.31,Not out,Not applicable,14,Mumbai Indians,14,2008-04-27,Mumbai Indians v Deccan Chargers
Parthiv Patel,21,17,2,1,123.53,Catch Out,Kumar,15,Chennai Super Kings,15,2008-04-28,Royal Challengers Bengaluru v Chennai Super Kings
Matthew Hayden,13,19,2,0,68.42,Bowled,Khan,15,Chennai Super Kings,15,2008-04-28,Royal Challengers Bengaluru v Chennai Super Kings
Michael Hussey,47,37,3,2,127.03,Catch Out,Khan,15,Chennai Super Kings,15,2008-04-28,Royal Challengers Bengaluru v Chennai Super Kings
Suresh Raina,28,17,1,2,164.71,Run out,Not applicable,15,Chennai Super Kings,15,2008-04-28,Royal Challengers Bengaluru v Chennai Super Kings
M S Dhoni,65,30,9,3,216.67,Catch Out,Not applicable,15,Chennai Super Kings,15,2008-04-28,Royal Challengers Bengaluru v Chennai Super Kings
Jacob Oram,0,0,0,0,0.00,Not out,Not applicable,15,Chennai Super Kings,15,2008-04-28,Royal Challengers Bengaluru v Chennai Super Kings
Bharat Chipli,8,11,1,0,72.73,Bowled,Gony,15,Royal Challengers Bengaluru,15,2008-04-28,Royal Challengers Bengaluru v Chennai Super Kings
Wasim Jaffer,50,33,5,2,151.52,Catch Out,Amarnath,15,Royal Challengers Bengaluru,15,2008-04-28,Royal Challengers Bengaluru v Chennai Super Kings
Ross Taylor,53,34,3,3,155.88,Catch Out,Amarnath,15,Royal Challengers Bengaluru,15,2008-04-28,Royal Challengers Bengaluru v Chennai Super Kings
Jacques Kallis,14,10,2,0,140.00,Catch Out,Joginder Sharma,15,Royal Challengers Bengaluru,15,2008-04-28,Royal Challengers Bengaluru v Chennai Super Kings
Mark Boucher,4,6,0,0,66.67,Catch Out,Gony,15,Royal Challengers Bengaluru,15,2008-04-28,Royal Challengers Bengaluru v Chennai Super Kings
Virat Kohli,12,7,2,0,171.43,Bowled,Morkel,15,Royal Challengers Bengaluru,15,2008-04-28,Royal Challengers Bengaluru v Chennai Super Kings
Rahul Dravid,0,1,0,0,0.00,LBW,Gony,15,Royal Challengers Bengaluru,15,2008-04-28,Royal Challengers Bengaluru v Chennai Super Kings
Praveen Kumar,6,5,0,0,120.00,Run out,Not applicable,15,Royal Challengers Bengaluru,15,2008-04-28,Royal Challengers Bengaluru v Chennai Super Kings
Zaheer Khan,8,6,1,0,133.33,Run out,Not applicable,15,Royal Challengers Bengaluru,15,2008-04-28,Royal Challengers Bengaluru v Chennai Super Kings
Balachandra Akhil,2,3,0,0,66.67,Not out,Not applicable,15,Royal Challengers Bengaluru,15,2008-04-28,Royal Challengers Bengaluru v Chennai Super Kings
Dale Steyn,1,2,0,0,50.00,Catch Out,Joginder Sharma,15,Royal Challengers Bengaluru,15,2008-04-28,Royal Challengers Bengaluru v Chennai Super Kings
Brendon McCullum,1,2,0,0,50.00,Catch Out,w,16,Mumbai Indians,16,2008-04-29,Kolkata Knight Riders v Mumbai Indians
Sourav Ganguly,4,2,1,0,200.00,Catch Out,Pollock,16,Mumbai Indians,16,2008-04-29,Kolkata Knight Riders v Mumbai Indians
Ricky Ponting,19,31,1,0,61.29,Run out,Not applicable,16,Mumbai Indians,16,2008-04-29,Kolkata Knight Riders v Mumbai Indians
Debabrata Das,29,20,5,1,145.00,Catch Out,Bravo,16,Mumbai Indians,16,2008-04-29,Kolkata Knight Riders v Mumbai Indians
David Hussey,17,20,2,0,85.00,Catch Out,Jayasuriya,16,Mumbai Indians,16,2008-04-29,Kolkata Knight Riders v Mumbai Indians
Mohammad Hafeez,2,6,0,0,33.33,Catch Out,Jayasuriya,16,Mumbai Indians,16,2008-04-29,Kolkata Knight Riders v Mumbai Indians
Laxmi Shukla,40,22,4,2,181.82,Not out,Not applicable,16,Mumbai Indians,16,2008-04-29,Kolkata Knight Riders v Mumbai Indians
Ajit Agarkar,2,6,0,0,33.33,Catch Out,Jayasuriya,16,Mumbai Indians,16,2008-04-29,Kolkata Knight Riders v Mumbai Indians
Murali Kartik,10,11,1,0,90.91,Catch Out,Fernando,16,Mumbai Indians,16,2008-04-29,Kolkata Knight Riders v Mumbai Indians
Ishant Sharma,0,0,0,0,0.00,Not out,Not applicable,16,Mumbai Indians,16,2008-04-29,Kolkata Knight Riders v Mumbai Indians
Ajinkya Rahane,4,10,1,0,40.00,Catch Out,Agarkar,16,Kolkata Knight Riders,16,2008-04-29,Kolkata Knight Riders v Mumbai Indians
Sanath Jayasuriya,18,10,3,1,180.00,Bowled,Sharma,16,Kolkata Knight Riders,16,2008-04-29,Kolkata Knight Riders v Mumbai Indians
Manish Pandey,0,3,0,0,0.00,Bowled,Dinda,16,Kolkata Knight Riders,16,2008-04-29,Kolkata Knight Riders v Mumbai Indians
Robin Uthappa,37,37,5,0,100.00,Not out,Not applicable,16,Kolkata Knight Riders,16,2008-04-29,Kolkata Knight Riders v Mumbai Indians
Dwayne Bravo,64,53,8,1,120.75,Not out,Not applicable,16,Kolkata Knight Riders,16,2008-04-29,Kolkata Knight Riders v Mumbai Indians
Gautam Gambhir,86,54,11,1,159.26,Catch Out,Khan,17,Royal Challengers Bengaluru,17,2008-04-30,Delhi Capitals v Royal Challengers Bengaluru
Virender Sehwag,24,12,3,1,200.00,Run out,Not applicable,17,Royal Challengers Bengaluru,17,2008-04-30,Delhi Capitals v Royal Challengers Bengaluru
Shikhar Dhawan,50,33,4,3,151.52,Catch Out,Kallis,17,Royal Challengers Bengaluru,17,2008-04-30,Delhi Capitals v Royal Challengers Bengaluru
Shoaib Malik,6,4,1,0,150.00,Bowled,Steyn,17,Royal Challengers Bengaluru,17,2008-04-30,Delhi Capitals v Royal Challengers Bengaluru
Dinesh Karthik,2,4,0,0,50.00,Bowled,Kallis,17,Royal Challengers Bengaluru,17,2008-04-30,Delhi Capitals v Royal Challengers Bengaluru
Manoj Tiwary,11,9,1,0,122.22,Not out,Not applicable,17,Royal Challengers Bengaluru,17,2008-04-30,Delhi Capitals v Royal Challengers Bengaluru
Rajat Bhatia,8,5,1,0,160.00,Not out,Not applicable,17,Royal Challengers Bengaluru,17,2008-04-30,Delhi Capitals v Royal Challengers Bengaluru
Praveen Kumar,6,5,1,0,120.00,Catch Out,McGrath,17,Delhi Daredevils,17,2008-04-30,Delhi Capitals v Royal Challengers Bengaluru
Wasim Jaffer,10,9,0,1,111.11,Catch Out,McGrath,17,Delhi Daredevils,17,2008-04-30,Delhi Capitals v Royal Challengers Bengaluru
Ross Taylor,29,15,3,2,193.33,Catch Out,McGrath,17,Delhi Daredevils,17,2008-04-30,Delhi Capitals v Royal Challengers Bengaluru
Jacques Kallis,54,44,6,1,122.73,Bowled,Vettori,17,Delhi Daredevils,17,2008-04-30,Delhi Capitals v Royal Challengers Bengaluru
Rahul Dravid,38,30,4,1,126.67,Catch Out,McGrath,17,Delhi Daredevils,17,2008-04-30,Delhi Capitals v Royal Challengers Bengaluru
Mark Boucher,31,17,2,2,182.35,Not out,Not applicable,17,Delhi Daredevils,17,2008-04-30,Delhi Capitals v Royal Challengers Bengaluru
Virat Kohli,1,1,0,0,100.00,Not out,Not applicable,17,Delhi Daredevils,17,2008-04-30,Delhi Capitals v Royal Challengers Bengaluru
Graeme Smith,2,7,0,0,28.57,Bowled,Sharma,18,Kolkata Knight Riders,18,2008-05-01,Rajasthan Royals v Kolkata Knight Riders
Swapnil Asnodkar,60,34,10,1,176.47,Catch Out,Umar Gul,18,Kolkata Knight Riders,18,2008-05-01,Rajasthan Royals v Kolkata Knight Riders
Mohammad Kaif,21,18,3,1,116.67,Caught  Bowled,Agarkar,18,Kolkata Knight Riders,18,2008-05-01,Rajasthan Royals v Kolkata Knight Riders
Yusuf Pathan,55,33,6,2,166.67,Bowled,Umar Gul,18,Kolkata Knight Riders,18,2008-05-01,Rajasthan Royals v Kolkata Knight Riders
Shane Watson,0,1,0,0,0.00,LBW,Umar Gul,18,Kolkata Knight Riders,18,2008-05-01,Rajasthan Royals v Kolkata Knight Riders
Ravindra Jadeja,33,19,3,1,173.68,Bowled,Shukla,18,Kolkata Knight Riders,18,2008-05-01,Rajasthan Royals v Kolkata Knight Riders
Shane Warne,7,8,0,0,87.50,Run out,Not applicable,18,Kolkata Knight Riders,18,2008-05-01,Rajasthan Royals v Kolkata Knight Riders
Sohail Tanvir,3,3,0,0,100.00,Not out,Not applicable,18,Kolkata Knight Riders,18,2008-05-01,Rajasthan Royals v Kolkata Knight Riders
Mahesh Rawat,1,1,0,0,100.00,Not out,Not applicable,18,Kolkata Knight Riders,18,2008-05-01,Rajasthan Royals v Kolkata Knight Riders
Salman Butt,7,7,1,0,100.00,Bowled,Sohail Tanvir,18,Rajasthan Royals,18,2008-05-01,Rajasthan Royals v Kolkata Knight Riders
Sourav Ganguly,51,39,4,2,130.77,Catch Out,Warne,18,Rajasthan Royals,18,2008-05-01,Rajasthan Royals v Kolkata Knight Riders
Ajit Agarkar,20,13,1,2,153.85,Catch Out,Watson,18,Rajasthan Royals,18,2008-05-01,Rajasthan Royals v Kolkata Knight Riders
Bradley Hodge,1,3,0,0,33.33,Run out,Not applicable,18,Rajasthan Royals,18,2008-05-01,Rajasthan Royals v Kolkata Knight Riders
David Hussey,42,30,1,2,140.00,Bowled,Trivedi,18,Rajasthan Royals,18,2008-05-01,Rajasthan Royals v Kolkata Knight Riders
Laxmi Shukla,2,2,0,0,100.00,Run out,Not applicable,18,Rajasthan Royals,18,2008-05-01,Rajasthan Royals v Kolkata Knight Riders
Debabrata Das,11,13,1,0,84.62,Catch Out,Sohail Tanvir,18,Rajasthan Royals,18,2008-05-01,Rajasthan Royals v Kolkata Knight Riders
Wriddhiman Saha,1,2,0,0,50.00,Bowled,Trivedi,18,Rajasthan Royals,18,2008-05-01,Rajasthan Royals v Kolkata Knight Riders
Umar Gul,2,2,0,0,100.00,Run out,Not applicable,18,Rajasthan Royals,18,2008-05-01,Rajasthan Royals v Kolkata Knight Riders
Ishant Sharma,1,1,0,0,100.00,Not out,Not applicable,18,Rajasthan Royals,18,2008-05-01,Rajasthan Royals v Kolkata Knight Riders
Ashok Dinda,1,3,0,0,33.33,Catch Out,Not applicable,18,Rajasthan Royals,18,2008-05-01,Rajasthan Royals v Kolkata Knight Riders
Adam Gilchrist,6,6,0,0,100.00,Bowled,Pathan,19,Kings XI Punjab,19,2008-05-01,Deccan Chargers v Punjab Kings
V V S Laxman,48,34,8,0,141.18,Catch Out,Chawla,19,Kings XI Punjab,19,2008-05-01,Deccan Chargers v Punjab Kings
Herschelle Gibbs,7,9,0,0,77.78,Catch Out,Chawla,19,Kings XI Punjab,19,2008-05-01,Deccan Chargers v Punjab Kings
Rohit Sharma,76,42,10,2,180.95,Not out,Not applicable,19,Kings XI Punjab,19,2008-05-01,Deccan Chargers v Punjab Kings
Shahid Afridi,13,7,1,1,185.71,Catch Out,Gagandeep Singh,19,Kings XI Punjab,19,2008-05-01,Deccan Chargers v Punjab Kings
Yalaka Venugopal Rao,1,2,0,0,50.00,Run out,Not applicable,19,Kings XI Punjab,19,2008-05-01,Deccan Chargers v Punjab Kings
Sanjay Bangar,3,8,0,0,37.50,Catch Out,Chawla,19,Kings XI Punjab,19,2008-05-01,Deccan Chargers v Punjab Kings
Nuwan Zoysa,1,2,0,0,50.00,Bowled,Sreesanth,19,Kings XI Punjab,19,2008-05-01,Deccan Chargers v Punjab Kings
Doddapaneni Kalyankrishna,3,8,0,0,37.50,Catch Out,Pathan,19,Kings XI Punjab,19,2008-05-01,Deccan Chargers v Punjab Kings
R P Singh,2,2,0,0,100.00,Not out,Not applicable,19,Kings XI Punjab,19,2008-05-01,Deccan Chargers v Punjab Kings
Shaun Marsh,84,62,11,1,135.48,Not out,Not applicable,19,Deccan Chargers,19,2008-05-01,Deccan Chargers v Punjab Kings
Ramnaresh Sarwan,15,15,2,0,100.00,Run out,Not applicable,19,Deccan Chargers,19,2008-05-01,Deccan Chargers v Punjab Kings
Kumar Sangakkara,3,4,0,0,75.00,Catch Out,Kalyankrishna,19,Deccan Chargers,19,2008-05-01,Deccan Chargers v Punjab Kings
Yuvraj Singh,14,9,2,0,155.56,Caught  Bowled,Zoysa,19,Deccan Chargers,19,2008-05-01,Deccan Chargers v Punjab Kings
Mahela Jayawardene,45,23,6,1,195.65,Not out,Not applicable,19,Deccan Chargers,19,2008-05-01,Deccan Chargers v Punjab Kings
Parthiv Patel,21,20,3,0,105.00,Catch Out,Sehwag,20,Delhi Daredevils,20,2008-05-02,Chennai Super Kings v Delhi Capitals
Stephen Fleming,13,13,2,0,100.00,Bowled,Mahesh,20,Delhi Daredevils,20,2008-05-02,Chennai Super Kings v Delhi Capitals
Sivaramakrishnan Vidyut,54,37,7,1,145.95,Catch Out,McGrath,20,Delhi Daredevils,20,2008-05-02,Chennai Super Kings v Delhi Capitals
M S Dhoni,32,27,2,1,118.52,Catch Out,Malik,20,Delhi Daredevils,20,2008-05-02,Chennai Super Kings v Delhi Capitals
Albie Morkel,28,16,3,2,175.00,Catch Out,Bhatia,20,Delhi Daredevils,20,2008-05-02,Chennai Super Kings v Delhi Capitals
Suresh Raina,3,4,0,0,75.00,Run out,Not applicable,20,Delhi Daredevils,20,2008-05-02,Chennai Super Kings v Delhi Capitals
Subramaniam Badrinath,11,5,0,1,220.00,Not out,Not applicable,20,Delhi Daredevils,20,2008-05-02,Chennai Super Kings v Delhi Capitals
Joginder Sharma,0,0,0,0,0.00,Not out,Not applicable,20,Delhi Daredevils,20,2008-05-02,Chennai Super Kings v Delhi Capitals
Gautam Gambhir,50,37,5,1,135.14,Bowled,Gony,20,Chennai Super Kings,20,2008-05-02,Chennai Super Kings v Delhi Capitals
Virender Sehwag,71,41,7,4,173.17,Catch Out,Joginder Sharma,20,Chennai Super Kings,20,2008-05-02,Chennai Super Kings v Delhi Capitals
AB de Villiers,26,21,2,0,123.81,Not out,Not applicable,20,Chennai Super Kings,20,2008-05-02,Chennai Super Kings v Delhi Capitals
Shikhar Dhawan,19,17,2,0,111.76,Not out,Not applicable,20,Chennai Super Kings,20,2008-05-02,Chennai Super Kings v Delhi Capitals
Bharat Chipli,10,7,2,0,142.86,Bowled,Singh,21,Deccan Chargers,21,2008-05-03,Royal Challengers Bengaluru v Deccan Chargers
Wasim Jaffer,44,37,6,0,118.92,Catch Out,Not applicable,21,Deccan Chargers,21,2008-05-03,Royal Challengers Bengaluru v Deccan Chargers
Virat Kohli,38,29,1,2,131.03,Catch Out,Singh,21,Deccan Chargers,21,2008-05-03,Royal Challengers Bengaluru v Deccan Chargers
Jacques Kallis,6,5,1,0,120.00,Bowled,Ojha,21,Deccan Chargers,21,2008-05-03,Royal Challengers Bengaluru v Deccan Chargers
Misbah-ul-Haq,3,5,0,0,60.00,LBW,Shahid Afridi,21,Deccan Chargers,21,2008-05-03,Royal Challengers Bengaluru v Deccan Chargers
Rahul Dravid,26,19,1,2,136.84,Catch Out,Styris,21,Deccan Chargers,21,2008-05-03,Royal Challengers Bengaluru v Deccan Chargers
Mark Boucher,16,14,2,0,114.29,Bowled,Singh,21,Deccan Chargers,21,2008-05-03,Royal Challengers Bengaluru v Deccan Chargers
Praveen Kumar,8,4,2,0,200.00,Run out,Not applicable,21,Deccan Chargers,21,2008-05-03,Royal Challengers Bengaluru v Deccan Chargers
Zaheer Khan,0,0,0,0,0.00,Not out,Not applicable,21,Deccan Chargers,21,2008-05-03,Royal Challengers Bengaluru v Deccan Chargers
Adam Gilchrist,10,11,2,0,90.91,Catch Out,Khan,21,Royal Challengers Bengaluru,21,2008-05-03,Royal Challengers Bengaluru v Deccan Chargers
V V S Laxman,52,44,7,0,118.18,LBW,Kumar,21,Royal Challengers Bengaluru,21,2008-05-03,Royal Challengers Bengaluru v Deccan Chargers
Herschelle Gibbs,5,7,1,0,71.43,Catch Out,le,21,Royal Challengers Bengaluru,21,2008-05-03,Royal Challengers Bengaluru v Deccan Chargers
Rohit Sharma,57,42,5,3,135.71,Catch Out,Kallis,21,Royal Challengers Bengaluru,21,2008-05-03,Royal Challengers Bengaluru v Deccan Chargers
Shahid Afridi,1,2,0,0,50.00,Catch Out,Kumar,21,Royal Challengers Bengaluru,21,2008-05-03,Royal Challengers Bengaluru v Deccan Chargers
Scott Styris,2,3,0,0,66.67,LBW,Khan,21,Royal Challengers Bengaluru,21,2008-05-03,Royal Challengers Bengaluru v Deccan Chargers
Arjun Yadav,3,4,0,0,75.00,Not out,Not applicable,21,Royal Challengers Bengaluru,21,2008-05-03,Royal Challengers Bengaluru v Deccan Chargers
Sanjay Bangar,17,7,0,2,242.86,Not out,Not applicable,21,Royal Challengers Bengaluru,21,2008-05-03,Royal Challengers Bengaluru v Deccan Chargers
Shaun Marsh,40,32,5,1,125.00,Stumped Out,Hussey,22,Kolkata Knight Riders,22,2008-05-03,Punjab Kings v Kolkata Knight Riders
James Hopes,18,12,4,0,150.00,Catch Out,Dinda,22,Kolkata Knight Riders,22,2008-05-03,Punjab Kings v Kolkata Knight Riders
Kumar Sangakkara,28,21,5,0,133.33,Bowled,Umar Gul,22,Kolkata Knight Riders,22,2008-05-03,Punjab Kings v Kolkata Knight Riders
Yuvraj Singh,17,10,2,1,170.00,Stumped Out,Mohammad Hafeez,22,Kolkata Knight Riders,22,2008-05-03,Punjab Kings v Kolkata Knight Riders
Mahela Jayawardene,10,6,0,1,166.67,Catch Out,Umar Gul,22,Kolkata Knight Riders,22,2008-05-03,Punjab Kings v Kolkata Knight Riders
Karan Goel,6,7,1,0,85.71,Run out,Not applicable,22,Kolkata Knight Riders,22,2008-05-03,Punjab Kings v Kolkata Knight Riders
Irfan Pathan,24,26,2,0,92.31,Not out,Not applicable,22,Kolkata Knight Riders,22,2008-05-03,Punjab Kings v Kolkata Knight Riders
Piyush Chawla,21,7,3,1,300.00,Not out,Not applicable,22,Kolkata Knight Riders,22,2008-05-03,Punjab Kings v Kolkata Knight Riders
Mohammad Hafeez,13,12,1,1,108.33,Bowled,Pathan,22,Kings XI Punjab,22,2008-05-03,Punjab Kings v Kolkata Knight Riders
Sourav Ganguly,5,7,1,0,71.43,Catch Out,Sreesanth,22,Kings XI Punjab,22,2008-05-03,Punjab Kings v Kolkata Knight Riders
Debabrata Das,5,8,1,0,62.50,Catch Out,Sreesanth,22,Kings XI Punjab,22,2008-05-03,Punjab Kings v Kolkata Knight Riders
Bradley Hodge,1,3,0,0,33.33,LBW,Pathan,22,Kings XI Punjab,22,2008-05-03,Punjab Kings v Kolkata Knight Riders
David Hussey,71,46,4,4,154.35,Catch Out,Gagandeep Singh,22,Kings XI Punjab,22,2008-05-03,Punjab Kings v Kolkata Knight Riders
Laxmi Shukla,7,10,0,0,70.00,Bowled,Singh,22,Kings XI Punjab,22,2008-05-03,Punjab Kings v Kolkata Knight Riders
Wriddhiman Saha,59,32,2,4,184.38,Not out,Not applicable,22,Kings XI Punjab,22,2008-05-03,Punjab Kings v Kolkata Knight Riders
Ajit Agarkar,1,2,0,0,50.00,Not out,Not applicable,22,Kings XI Punjab,22,2008-05-03,Punjab Kings v Kolkata Knight Riders
Yogesh Takawale,14,20,2,0,70.00,Catch Out,Mahesh,23,Delhi Daredevils,23,2008-05-04,Mumbai Indians v Delhi Capitals
Sanath Jayasuriya,34,16,6,1,212.50,Bowled,Mahesh,23,Delhi Daredevils,23,2008-05-04,Mumbai Indians v Delhi Capitals
Dominic Thornely,30,24,2,2,125.00,Bowled,Bhatia,23,Delhi Daredevils,23,2008-05-04,Mumbai Indians v Delhi Capitals
Robin Uthappa,22,21,0,2,104.76,Catch Out,Malik,23,Delhi Daredevils,23,2008-05-04,Mumbai Indians v Delhi Capitals
Dwayne Bravo,2,4,0,0,50.00,Catch Out,Shoai,23,Delhi Daredevils,23,2008-05-04,Mumbai Indians v Delhi Capitals
Abhishek Nayar,2,6,0,0,33.33,Bowled,Sehwag,23,Delhi Daredevils,23,2008-05-04,Mumbai Indians v Delhi Capitals
Shaun Pollock,33,15,2,3,220.00,Catch Out,Mahesh,23,Delhi Daredevils,23,2008-05-04,Mumbai Indians v Delhi Capitals
Saurabh Tiwary,9,10,1,0,90.00,Catch Out,Malik,23,Delhi Daredevils,23,2008-05-04,Mumbai Indians v Delhi Capitals
Rohan Raje,6,5,1,0,120.00,Not out,Not applicable,23,Delhi Daredevils,23,2008-05-04,Mumbai Indians v Delhi Capitals
Ashish Nehra,0,0,0,0,0.00,Not out,Not applicable,23,Delhi Daredevils,23,2008-05-04,Mumbai Indians v Delhi Capitals
Gautam Gambhir,1,9,0,0,11.11,Catch Out,Nehra,23,Mumbai Indians,23,2008-05-04,Mumbai Indians v Delhi Capitals
Virender Sehwag,40,20,3,3,200.00,Catch Out,Thornely,23,Mumbai Indians,23,2008-05-04,Mumbai Indians v Delhi Capitals
Shikhar Dhawan,1,3,0,0,33.33,Catch Out,Pollock,23,Mumbai Indians,23,2008-05-04,Mumbai Indians v Delhi Capitals
AB de Villiers,21,17,2,1,123.53,Run out,Not applicable,23,Mumbai Indians,23,2008-05-04,Mumbai Indians v Delhi Capitals
Shoaib Malik,24,22,1,0,109.09,Catch Out,Pollock,23,Mumbai Indians,23,2008-05-04,Mumbai Indians v Delhi Capitals
Dinesh Karthik,28,23,3,0,121.74,LBW,Bravo,23,Mumbai Indians,23,2008-05-04,Mumbai Indians v Delhi Capitals
Rajat Bhatia,9,8,0,1,112.50,Catch Out,Nehra,23,Mumbai Indians,23,2008-05-04,Mumbai Indians v Delhi Capitals
Pradeep Sangwan,2,4,0,0,50.00,Catch Out,Nehra,23,Mumbai Indians,23,2008-05-04,Mumbai Indians v Delhi Capitals
Vijaykumar Mahesh,3,5,0,0,60.00,Not out,Not applicable,23,Mumbai Indians,23,2008-05-04,Mumbai Indians v Delhi Capitals
Mohammad Asif,0,1,0,0,0.00,Catch Out,Kulkarni,23,Mumbai Indians,23,2008-05-04,Mumbai Indians v Delhi Capitals
Glenn McGrath,0,2,0,0,0.00,Catch Out,Kulkarni,23,Mumbai Indians,23,2008-05-04,Mumbai Indians v Delhi Capitals
Parthiv Patel,0,1,0,0,0.00,LBW,Sohail Tanvir,24,Chennai Super Kings,24,2008-05-04,Rajasthan Royals v Chennai Super Kings
Stephen Fleming,0,2,0,0,0.00,LBW,Sohail Tanvir,24,Chennai Super Kings,24,2008-05-04,Rajasthan Royals v Chennai Super Kings
Sivaramakrishnan Vidyut,5,10,1,0,50.00,Catch Out,Sohail Tanvir,24,Chennai Super Kings,24,2008-05-04,Rajasthan Royals v Chennai Super Kings
Suresh Raina,27,27,2,0,100.00,Catch Out,Patel,24,Chennai Super Kings,24,2008-05-04,Rajasthan Royals v Chennai Super Kings
Subramaniam Badrinath,15,14,3,0,107.14,Caught  Bowled,Watson,24,Chennai Super Kings,24,2008-05-04,Rajasthan Royals v Chennai Super Kings
M S Dhoni,1,7,0,0,14.29,Catch Out,Warne,24,Chennai Super Kings,24,2008-05-04,Rajasthan Royals v Chennai Super Kings
Albie Morkel,42,33,4,1,127.27,Bowled,Sohail Tanvir,24,Chennai Super Kings,24,2008-05-04,Rajasthan Royals v Chennai Super Kings
